submission_id,responder_id,group,stratum,pct_empirical_claims_Q4,value_driven,n_replies,word_count_sum,word_count_avg,flesch,mattr,empath_cognitive_processes,empath_positive_emotion,empath_negative_emotion,empath_politeness,empath_disputes,empath_certainty,empath_social,polite_gratitude,receptiveness
post_000069,dyad_000085,0,1,4,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000067,dyad_000086,1,1,3,0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.250289573461781
post_000069,dyad_000087,0,2,4,0,2.0,82.0,41.0,71.5426585365854,0.8082758620689658,1.2195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10696358324741859
post_000070,dyad_000088,1,6,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000071,dyad_000089,1,1,1,1,1.0,49.0,49.0,60.49208163265308,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.389130568078199
post_000072,dyad_000090,0,1,4,0,2.0,73.0,36.5,49.40748239436624,0.8744000000000001,0.0,0.0,0.0,0.0,2.73972602739726,0.0,0.0,0.5,-0.024752420525309002
post_000073,dyad_000091,0,1,4,0,1.0,38.0,38.0,51.49412280701759,0.9171428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.256676410321718
post_000074,dyad_000092,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000075,dyad_000093,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000076,dyad_000094,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000074,dyad_000095,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000077,dyad_000096,0,1,1,1,4.0,123.0,30.75,67.79440243902441,0.8337837837837835,0.0,0.0,0.0,0.0,0.8130081300813009,0.0,0.0,0.0,-0.23353125465029076
post_000078,dyad_000097,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000079,dyad_000098,0,1,2,1,3.0,340.0,113.33333333333333,51.91386094674559,0.7983505154639179,0.5882352941176471,0.0,0.0,0.0,1.1764705882352942,0.5882352941176471,0.0,0.0,-0.46278989052732666
post_000080,dyad_000099,0,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000081,dyad_000100,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000082,dyad_000101,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000083,dyad_000102,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000059,dyad_000103,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000082,dyad_000104,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000084,dyad_000105,1,2,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000085,dyad_000106,0,2,4,0,1.0,47.0,47.0,62.38250000000002,0.8150000000000001,4.25531914893617,0.0,0.0,0.0,4.25531914893617,0.0,0.0,0.0,-0.494260479853939
post_000086,dyad_000107,0,1,1,1,1.0,45.0,45.0,75.05000000000003,0.8,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,2.2222222222222223,0.0,-0.470118574229151
post_000085,dyad_000108,0,1,4,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000087,dyad_000109,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000080,dyad_000110,1,2,2,1,4.0,405.0,101.25,60.768879721305495,0.8371815718157185,0.24691358024691357,2.2222222222222223,1.2345679012345678,0.0,0.0,0.0,0.7407407407407408,0.0,-0.340151228294491
post_000080,dyad_000111,0,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000088,dyad_000112,0,1,4,0,1.0,16.0,16.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.301064449865372
post_000089,dyad_000113,1,6,1,1,1.0,62.0,62.0,82.49439068100361,0.9123076923076924,0.0,0.0,1.6129032258064515,0.0,1.6129032258064515,0.0,0.0,0.0,-0.211187351725624
post_000090,dyad_000114,0,1,4,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000089,dyad_000115,0,1,1,1,1.0,10.0,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.256676410321718
post_000091,dyad_000116,0,1,4,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000091,dyad_000117,0,1,4,0,7.0,502.0,71.71428571428571,47.419935458167345,0.8084598698481553,0.796812749003984,0.0,0.796812749003984,0.0,0.199203187250996,0.0,0.0,0.0,-0.3258508966151595
post_000092,dyad_000118,0,1,1,1,1.0,36.0,36.0,59.315000000000026,0.9015384615384617,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,-0.298982104048234
post_000092,dyad_000119,1,6,1,1,1.0,150.0,150.0,78.80556530717607,0.7871698113207543,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,1.0,-0.0510800688965428
post_000093,dyad_000120,0,1,1,1,1.0,43.0,43.0,60.170261627906996,0.934545454545455,0.0,2.3255813953488373,2.3255813953488373,0.0,0.0,0.0,0.0,0.0,-0.369970057498388
post_000094,dyad_000121,0,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000095,dyad_000122,0,1,4,0,3.0,197.0,65.66666666666667,49.61598508883253,0.8441558441558438,1.015228426395939,0.5076142131979695,0.5076142131979695,0.5076142131979695,1.015228426395939,0.0,0.0,0.0,-0.27209984112023433
post_000096,dyad_000123,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000097,dyad_000124,1,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000098,dyad_000125,1,2,4,0,1.0,70.0,70.0,75.39357142857143,0.7904000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,-0.350634640499276
post_000099,dyad_000126,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000096,dyad_000127,1,2,1,1,2.0,107.0,53.5,69.55925233644864,0.84952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30704669574732296
post_000099,dyad_000128,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000100,dyad_000129,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000101,dyad_000130,1,1,4,0,4.0,148.0,37.0,58.67091591591594,0.8258181818181813,0.6756756756756757,0.0,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,-0.3952366757360685
post_000102,dyad_000131,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000097,dyad_000132,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000103,dyad_000133,0,6,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000097,dyad_000134,1,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000100,dyad_000135,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000104,dyad_000136,1,6,1,1,1.0,35.0,35.0,72.20714285714286,0.9000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25088048680351
post_000105,dyad_000137,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000104,dyad_000138,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000100,dyad_000139,1,6,3,0,2.0,164.0,82.0,56.548231707317086,0.8206504065040644,0.0,0.0,0.6097560975609756,0.0,0.6097560975609756,0.0,0.0,0.0,-0.3255985791115545
post_000100,dyad_000140,0,1,3,0,1.0,34.0,34.0,55.21529411764709,0.8892307692307694,0.0,0.0,0.0,0.0,2.941176470588235,0.0,0.0,0.0,-0.367684905497501
post_000105,dyad_000141,1,6,2,1,1.0,7.0,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.260911001660255
post_000081,dyad_000142,1,6,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000106,dyad_000143,0,1,1,1,1.0,62.0,62.0,54.8647849462366,0.8742857142857146,1.6129032258064515,0.0,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,-0.559515062546941
post_000107,dyad_000144,0,1,4,0,1.0,61.0,61.0,71.08519125683063,0.8116666666666666,0.0,0.0,0.0,0.0,1.639344262295082,3.278688524590164,0.0,0.0,-0.29981776415587
post_000103,dyad_000145,0,1,2,1,2.0,85.0,42.5,66.05348039215689,0.8357894736842106,1.1764705882352942,0.0,4.705882352941177,0.0,2.3529411764705883,1.1764705882352942,0.0,0.0,-0.291020760958668
post_000107,dyad_000146,1,1,4,0,2.0,157.0,78.5,75.95582513028374,0.8392233009708737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6581231028422581
post_000103,dyad_000147,1,6,2,1,1.0,35.0,35.0,60.963928571428596,0.9507692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.284084084571407
post_000103,dyad_000148,1,2,2,1,1.0,30.0,30.0,58.505000000000024,0.8628571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.192925054014504
post_000108,dyad_000149,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000103,dyad_000150,0,6,2,1,5.0,240.0,48.0,74.97500000000001,0.7807179487179473,0.0,0.4166666666666667,0.8333333333333334,0.0,0.4166666666666667,0.8333333333333334,0.0,0.0,-0.2928324402725648
post_000103,dyad_000151,0,5,2,1,7.0,376.0,53.714285714285715,67.39195652173913,0.8242168674698794,0.7978723404255319,0.26595744680851063,0.5319148936170213,0.0,0.26595744680851063,0.26595744680851063,0.26595744680851063,0.0,-0.273566163892083
post_000108,dyad_000152,1,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000081,dyad_000153,1,1,1,1,1.0,92.0,92.0,74.13291304347828,0.8239024390243906,0.0,1.0869565217391304,0.0,0.0,1.0869565217391304,0.0,1.0869565217391304,0.0,-0.171703742734003
post_000109,dyad_000154,0,1,3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000105,dyad_000155,0,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000110,dyad_000156,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000111,dyad_000157,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000108,dyad_000158,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000105,dyad_000159,0,1,2,1,1.0,36.0,36.0,52.265000000000015,0.9000000000000002,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,-0.190800708257551
post_000112,dyad_000160,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000112,dyad_000161,1,1,2,1,1.0,60.0,60.0,73.39500000000001,0.8640000000000001,1.6666666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,-0.089704913929601
post_000113,dyad_000162,1,1,2,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000114,dyad_000163,1,1,4,0,2.0,202.0,101.0,62.06940213252096,0.8295061728395061,0.49504950495049505,0.49504950495049505,0.0,0.0,0.49504950495049505,0.49504950495049505,0.0,0.0,-0.27044131596620646
post_000113,dyad_000164,0,1,2,1,1.0,52.0,52.0,40.529615384615425,0.8480000000000001,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.164040026000674
post_000115,dyad_000165,0,6,2,1,1.0,71.0,71.0,54.12600938967137,0.7354545454545455,0.0,1.4084507042253522,0.0,0.0,1.4084507042253522,0.0,0.0,0.0,-0.47624164826859
post_000108,dyad_000166,1,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000116,dyad_000167,0,1,4,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000117,dyad_000168,1,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000118,dyad_000169,0,1,1,1,1.0,48.0,48.0,69.5175,0.8687999999999999,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,-0.373744335709696
post_000118,dyad_000170,1,1,1,1,1.0,218.0,218.0,61.79399999999998,0.8192857142857141,0.45871559633027525,0.9174311926605505,1.3761467889908259,0.0,0.45871559633027525,0.0,0.0,0.0,-0.207001025680289
post_000108,dyad_000171,0,7,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000106,dyad_000172,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000108,dyad_000173,1,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000106,dyad_000174,0,7,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000119,dyad_000175,1,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
post_000120,dyad_000176,1,1,4,0,2.0,35.0,17.5,44.04392857142861,0.9466666666666669,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,-0.2668552693611045
post_000108,dyad_000177,1,6,1,1,2.0,75.0,37.5,58.50800000000001,0.759259259259259,1.3333333333333335,1.3333333333333335,0.0,0.0,2.666666666666667,0.0,0.0,0.0,-0.283571751220255
post_000106,dyad_000178,0,1,1,1,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
