author_comment,submission_id,responder_id,success,group,stratum,stratum_group,treatment,position,reputation,word_count,pct_empirical_claims_Q4,pct_empirical_words_Q4,emp_claim_logit_Q4,super_cluster,comment_karma,link_karma,tenure_i,gold,num_cmv_post,num_cmv_comments,average_comment_length,deltas_received,cmv_tenure,poster_length_Q,reputation_poster_Q,poster_tenure_Q,pct_empirical_claims,position_z,reputation_10,poster_length,poster_tenure,reputation_poster,pct_empirical_words,emp_claim_logit,pct_empirical_claims_Q2,pct_empirical_words_Q2
challenger_000007,post_000010,dyad_000011,0,1,7,3,0.0,0.0034246575342465,154.0,425,2,2,2,topic_004,44918.0,662.0,7.966218610177941,0.0,0,302,39.28476821192053,154,52,4,1,3,0.4285714285714285,-1.1737418206785646,15.4,425,46.0,0,0.3990825688073394,-0.2682639865946792,1,1
challenger_000008,post_000011,dyad_000012,0,0,7,3,0.0,0.1184210526315789,248.0,564,4,4,4,topic_004,214852.0,559.0,13.581641360957468,0.0,0,302,134.97682119205297,248,49,4,1,1,0.8421052631578947,-0.7783577444933522,24.8,564,0.0,0,0.8752436647173489,1.5505974124111666,2,2
challenger_000004,post_000012,dyad_000013,0,1,7,3,1.0,0.1176470588235294,118.0,244,2,2,2,topic_002,531211.0,1510.0,10.97322636742184,0.0,0,385,81.0909090909091,118,58,2,1,1,0.4,-0.7810189133631216,11.8,244,0.0,0,0.4208333333333333,-0.3794896217049037,1,1
challenger_000009,post_000013,dyad_000014,0,1,1,1,,0.4666666666666667,1.0,322,3,3,3,topic_002,,,0.0,,0,0,0.0,0,0,3,1,4,0.6,0.4189908356449593,0.1,316,54.0,0,0.6759259259259259,0.3794896217049037,2,2
challenger_000010,post_000014,dyad_000015,0,0,7,3,0.0,0.1052631578947368,175.0,149,4,4,4,topic_002,334294.0,2147.0,10.96935531892639,0.0,0,98,83.24489795918367,175,35,1,1,1,1.0,-0.8235976152794344,17.5,149,0.0,0,1.0,2.19722457733622,2,2
challenger_000011,post_000015,dyad_000016,0,0,1,1,0.0,0.0721579305650102,1.0,219,1,1,1,topic_006,9778.0,239.0,12.798485987925298,0.0,0,11,183.8181818181818,1,36,2,4,3,0.0,-0.9374210069917284,0.1,219,38.0,1,0.0,-2.833213344056216,1,1
challenger_000012,post_000016,dyad_000017,0,1,6,3,1.0,0.4074074074074074,72.0,1083,1,1,1,topic_002,232175.0,1599.0,12.664984454221848,0.0,0,277,146.06137184115522,72,53,4,1,2,0.0,0.2152438620306034,7.2,1083,21.0,0,0.0,-3.9318256327243257,1,1
challenger_000013,post_000017,dyad_000018,0,0,1,1,,0.2727272727272727,1.0,289,4,3,4,topic_003,,,0.0,,0,0,0.0,0,0,3,1,1,0.8,-0.2478174416383869,0.1,289,0.0,0,0.8007968127490039,1.2237754316221154,2,2
challenger_000014,post_000018,dyad_000019,0,1,1,1,,0.0736842105263157,1.0,538,3,3,3,topic_004,,,0.0,,0,0,0.0,0,0,4,1,1,0.6363636363636364,-0.932173305166032,0.1,538,5.0,0,0.681592039800995,0.5340824859302581,2,2
challenger_000015,post_000018,dyad_000020,0,0,1,1,1.0,0.1368421052631579,4.0,538,3,3,3,topic_004,73411.0,596.0,5.570301271723813,0.0,0,224,73.27232142857143,4,54,4,1,1,0.6363636363636364,-0.7150219253928367,0.4,538,5.0,0,0.681592039800995,0.5340824859302581,2,2
challenger_000014,post_000019,dyad_000021,0,1,1,1,,0.5,1.0,241,1,1,1,topic_006,,,0.0,,0,0,0.0,0,0,2,1,1,0.1111111111111111,0.5335985083030345,0.1,241,0.0,0,0.1618497109826589,-1.7346010553881064,1,1
challenger_000016,post_000020,dyad_000022,0,0,1,1,0.0,0.6344086021505376,2.0,182,2,2,2,topic_004,10317.0,1200.0,6.8808903849643634,0.0,0,182,35.33516483516483,2,52,2,4,4,0.3846153846153846,0.9957262206339824,0.2,182,55.0,178,0.3536585365853658,-0.4353180712578456,1,1
challenger_000017,post_000021,dyad_000023,0,1,2,2,1.0,0.4123711340206185,11.0,224,3,3,3,topic_006,138428.0,56171.0,7.035130567994758,0.0,1,427,68.35831381733021,11,52,2,1,4,0.625,0.2323102966761356,1.1,224,2865.0,0,0.5846994535519126,0.4519851237430575,2,2
challenger_000013,post_000018,dyad_000024,0,0,1,1,,0.6105263157894737,1.0,538,3,3,3,topic_004,,,0.0,,0,0,0.0,0,0,4,1,1,0.6363636363636364,0.9136134229061256,0.1,538,5.0,0,0.681592039800995,0.5340824859302581,2,2
challenger_000014,post_000022,dyad_000025,0,1,1,1,,0.0350877192982456,1.0,1287,2,2,2,topic_002,,,0.0,,0,0,0.0,0,0,4,1,1,0.4444444444444444,-1.0648769261385398,0.1,1287,0.0,0,0.4211409395973154,-0.2196286092067652,1,1
challenger_000018,post_000022,dyad_000026,0,0,1,1,,0.087719298245614,1.0,1287,2,2,2,topic_002,,,0.0,,0,117,118.63247863247864,1,41,4,1,1,0.4444444444444444,-0.8839174429942106,0.1,1287,0.0,0,0.4211409395973154,-0.2196286092067652,1,1
challenger_000019,post_000022,dyad_000027,1,1,1,1,0.0,0.1228070175438596,3.0,1287,2,2,2,topic_002,1237.0,13.0,4.687646031781612,0.0,0,121,74.67768595041322,3,51,4,1,1,0.4444444444444444,-0.763277787564658,0.3,1287,0.0,0,0.4211409395973154,-0.2196286092067652,1,1
challenger_000020,post_000021,dyad_000028,0,1,1,1,,0.6494845360824743,1.0,224,3,3,3,topic_006,,,0.0,,0,72,88.91666666666667,1,53,2,1,4,0.625,1.0475607516665673,0.1,224,2865.0,0,0.5846994535519126,0.4519851237430575,2,2
challenger_000014,post_000022,dyad_000029,0,1,1,1,,0.5263157894736842,1.0,1287,2,2,2,topic_002,,,0.0,,0,0,0.0,0,0,4,1,1,0.4444444444444444,0.6240782498751989,0.1,1287,0.0,0,0.4211409395973154,-0.2196286092067652,1,1
challenger_000014,post_000023,dyad_000030,0,1,1,1,,0.0909090909090909,1.0,301,4,4,4,topic_002,,,0.0,,0,0,0.0,0,0,3,1,1,1.0,-0.8729502015915241,0.1,301,0.0,0,1.0,3.218875824868201,2,2
challenger_000015,post_000023,dyad_000031,0,0,1,1,1.0,0.5909090909090909,4.0,301,4,4,4,topic_002,73411.0,596.0,5.570301271723813,0.0,0,224,73.27232142857143,4,54,3,1,1,1.0,0.8461648882796031,0.4,301,0.0,0,1.0,3.218875824868201,2,2
challenger_000015,post_000024,dyad_000032,0,0,1,1,1.0,0.0597014925373134,4.0,374,3,4,3,topic_004,73411.0,596.0,5.570301271723813,0.0,0,224,73.27232142857143,4,54,3,1,1,0.6923076923076923,-0.9802491081506448,0.4,374,0.0,0,0.835820895522388,0.7472144018302214,2,2
challenger_000021,post_000025,dyad_000033,0,1,1,1,,0.5,1.0,143,2,1,2,topic_003,,,0.0,,0,0,0.0,0,0,1,1,1,0.4,0.5335985083030345,0.1,143,15.0,0,0.2571428571428571,-0.3364722366212127,1,1
challenger_000022,post_000021,dyad_000034,0,1,1,1,0.0,0.865979381443299,3.0,224,3,3,3,topic_006,3288.0,2218.0,5.02071952279487,0.0,4,243,37.8724279835391,3,34,2,1,4,0.625,1.7919198627447872,0.3,224,2865.0,0,0.5846994535519126,0.4519851237430575,2,2
challenger_000021,post_000026,dyad_000035,0,1,1,1,,0.3181818181818182,1.0,186,1,1,2,topic_004,,,0.0,,0,0,0.0,0,0,2,1,1,0.2857142857142857,-0.0915342516501026,0.1,186,0.0,0,0.1658291457286432,-0.7884573603642702,1,1
challenger_000021,post_000027,dyad_000036,0,1,1,1,,0.3018867924528302,1.0,194,1,1,1,topic_002,,,0.0,,0,0,0.0,0,0,2,1,1,0.2,-0.1475603008911857,0.1,194,0.0,0,0.0853080568720379,-1.2237754316221157,1,1
challenger_000021,post_000028,dyad_000037,0,1,1,1,,0.034090909090909,1.0,98,2,2,2,topic_002,,,0.0,,0,0,0.0,0,0,1,1,1,0.5,-1.0683041890768796,0.1,98,0.0,0,0.4857142857142857,0.0,1,1
challenger_000021,post_000029,dyad_000038,0,1,1,1,,0.135593220338983,1.0,245,4,4,4,topic_002,,,0.0,,0,0,0.0,0,0,2,4,3,0.8888888888888888,-0.71931587923016,0.1,245,44.0,1,0.9230769230769232,1.7346010553881064,2,2
challenger_000023,post_000018,dyad_000039,0,0,1,1,,0.8210526315789474,1.0,538,3,3,3,topic_004,,,0.0,,0,0,0.0,0,0,4,1,1,0.6363636363636364,1.6374513554834422,0.1,538,5.0,0,0.681592039800995,0.5340824859302581,2,2
challenger_000023,post_000025,dyad_000040,0,0,1,1,,0.5681818181818182,1.0,143,2,1,2,topic_003,,,0.0,,0,0,0.0,0,0,1,1,1,0.4,0.768023293285461,0.1,143,15.0,0,0.2571428571428571,-0.3364722366212127,1,1
challenger_000024,post_000030,dyad_000041,0,0,1,1,,0.4210526315789473,1.0,101,3,3,3,topic_006,,,0.0,,0,0,0.0,0,0,1,1,1,0.6666666666666666,0.2621592835865404,0.1,101,0.0,0,0.6276595744680851,0.5877866649021192,2,2
challenger_000025,post_000031,dyad_000042,0,1,1,1,,0.8333333333333334,1.0,337,3,3,3,topic_002,,,0.0,,0,2,875.5,1,7,3,1,1,0.5294117647058824,1.679675234883786,0.1,337,0.0,0,0.5428571428571428,0.1112256351102244,2,2
challenger_000026,post_000032,dyad_000043,0,0,7,3,1.0,0.5918367346938775,148.0,344,4,4,4,topic_005,184031.0,6745.0,13.106148421063434,0.0,0,45,152.88888888888889,148,50,3,4,4,0.95,0.8493543411365068,14.8,340,56.0,31,0.9607843137254902,2.564949357461537,2,2
challenger_000017,post_000033,dyad_000044,0,1,2,2,1.0,0.3717948717948718,11.0,126,3,2,3,topic_004,138428.0,56171.0,7.035130567994758,0.0,1,427,68.35831381733021,11,52,1,1,2,0.6666666666666666,0.0927997673104378,1.1,126,24.0,0,0.3866666666666666,0.5877866649021192,2,1
challenger_000012,post_000034,dyad_000045,0,1,6,3,1.0,0.6078431372549019,72.0,89,1,1,1,topic_005,232175.0,1599.0,12.664984454221848,0.0,0,277,146.06137184115522,72,53,1,1,1,0.1111111111111111,0.9043880374909244,7.2,89,0.0,0,0.0520833333333333,-1.7346010553881064,1,1
challenger_000021,post_000035,dyad_000046,0,1,1,1,,0.782608695652174,1.0,306,2,2,2,topic_005,,,0.0,,0,0,0.0,0,0,3,1,4,0.4615384615384615,1.5052722547519324,0.1,306,2865.0,0,0.3376623376623376,-0.1431008436406733,1,1
challenger_000021,post_000036,dyad_000047,0,1,1,1,,0.6981132075471698,1.0,242,1,1,1,topic_002,,,0.0,,0,0,0.0,0,0,2,1,4,0.2,1.2147573174972544,0.1,242,2865.0,0,0.2175732217573222,-1.272965675812887,1,1
challenger_000021,post_000030,dyad_000048,0,1,1,1,,1.0,1.0,101,3,3,3,topic_006,,,0.0,,0,0,0.0,0,0,1,1,1,0.6666666666666666,2.2527135981741613,0.1,101,0.0,0,0.6276595744680851,0.5877866649021192,2,2
challenger_000021,post_000037,dyad_000049,0,1,1,1,,0.9154929577464788,1.0,337,2,2,2,topic_002,,,0.0,,0,0,0.0,0,0,3,1,1,0.4166666666666667,1.9621589350973507,0.1,337,0.0,0,0.362962962962963,-0.3101549283038394,1,1
challenger_000021,post_000038,dyad_000050,0,1,1,1,,0.9230769230769232,1.0,239,4,4,4,topic_002,,,0.0,,0,0,0.0,0,0,2,1,1,1.0,1.988234353578604,0.1,239,0.0,0,1.0,1.0986122886681098,2,2
challenger_000027,post_000037,dyad_000051,0,1,1,1,1.0,0.9577464788732394,1.0,337,2,2,2,topic_002,27185.0,352.0,9.7043690715565,0.0,0,63,63.03174603174603,1,51,3,1,1,0.4166666666666667,2.1074362666357564,0.1,337,0.0,0,0.362962962962963,-0.3101549283038394,1,1
challenger_000027,post_000035,dyad_000052,0,1,1,1,1.0,0.9130434782608696,1.0,306,2,2,2,topic_005,27185.0,352.0,9.7043690715565,0.0,0,63,63.03174603174603,1,51,3,1,4,0.4615384615384615,1.953737060805269,0.1,306,2865.0,0,0.3376623376623376,-0.1431008436406733,1,1
challenger_000028,post_000039,dyad_000053,0,0,1,1,1.0,0.6976241900647948,5.0,749,2,2,2,topic_004,1872.0,6092.0,5.270322344302209,0.0,1,47,78.72340425531915,5,27,4,1,1,0.3333333333333333,1.213075962830931,0.5,749,0.0,0,0.4308943089430894,-0.6190392084062235,1,1
challenger_000024,post_000040,dyad_000054,1,0,1,1,,0.3142857142857143,1.0,334,4,4,4,topic_005,,,0.0,,0,0,0.0,0,0,3,1,3,1.0,-0.1049299536490984,0.1,334,37.0,0,1.0,3.218875824868201,2,2
challenger_000024,post_000041,dyad_000055,0,0,1,1,,0.0796019900497512,1.0,482,1,1,1,topic_002,,,0.0,,0,0,0.0,0,0,4,1,1,0.2727272727272727,-0.9118266170114954,0.1,482,0.0,0,0.223175965665236,-0.8873031950009026,1,1
challenger_000029,post_000042,dyad_000056,0,1,1,1,0.0,0.0442477876106194,2.0,310,2,2,2,topic_004,35809.0,10056.0,5.523947493236222,0.0,0,5,143.8,2,20,3,1,1,0.4615384615384615,-1.0333825028184356,0.2,310,0.0,0,0.4309623430962343,-0.1431008436406733,1,1
challenger_000030,post_000043,dyad_000057,0,0,1,1,0.0,0.0097087378640776,1.0,321,1,1,1,topic_004,18010.0,3880.0,7.561818053735119,0.0,0,90,41.9,1,42,3,1,4,0.1739130434782608,-1.1521357060366146,0.1,321,60.0,0,0.1345454545454545,-1.466337068793427,1,1
challenger_000031,post_000044,dyad_000058,0,0,1,1,1.0,0.0346320346320346,1.0,355,2,2,2,topic_002,207078.0,5645.0,13.234842491588442,0.0,0,11,17.0,1,28,3,1,1,0.4444444444444444,-1.066443674910352,0.1,355,0.0,0,0.5,-0.2113090936672067,1,1
challenger_000030,post_000045,dyad_000059,0,0,1,1,0.0,0.7472527472527473,1.0,130,3,2,3,topic_001,18010.0,3880.0,7.561818053735119,0.0,0,90,41.9,1,42,1,1,4,0.5555555555555556,1.3837103659316137,0.1,130,2865.0,0,0.5393258426966292,0.2006706954621514,2,1
challenger_000032,post_000046,dyad_000060,0,1,1,1,,0.3,1.0,140,2,3,2,topic_002,,,0.0,,0,0,0.0,0,0,1,1,1,0.4444444444444444,-0.1540475276454163,0.1,140,0.0,0,0.5945945945945946,-0.2006706954621512,1,2
challenger_000024,post_000047,dyad_000061,1,0,1,1,,0.2727272727272727,1.0,184,1,1,1,topic_001,,,0.0,,0,0,0.0,0,0,2,1,1,0.0,-0.2478174416383869,0.1,184,0.0,0,0.0,-2.833213344056216,1,1
challenger_000031,post_000048,dyad_000062,0,0,1,1,1.0,0.125,1.0,287,3,2,3,topic_002,207078.0,5645.0,13.234842491588442,0.0,0,11,17.0,1,28,3,1,1,0.5384615384615384,-0.7557378091003109,0.1,287,0.0,0,0.4172932330827067,0.1431008436406732,2,1
challenger_000033,post_000049,dyad_000063,0,1,1,1,,0.0508474576271186,1.0,537,3,2,3,topic_002,,,0.0,,0,43,48.46511627906977,1,40,4,1,1,0.5217391304347826,-1.010691318191368,0.1,537,0.0,0,0.5131086142322098,0.0833816089390512,2,1
challenger_000022,post_000050,dyad_000064,0,1,1,1,0.0,0.6320754716981132,3.0,124,2,2,2,topic_002,3288.0,2218.0,5.02071952279487,0.0,4,243,37.8724279835391,3,34,1,1,1,0.4444444444444444,0.9877043810991812,0.3,124,0.0,0,0.4558823529411764,-0.2006706954621512,1,1
challenger_000022,post_000051,dyad_000065,0,1,1,1,0.0,0.0657894736842105,3.0,163,3,4,4,topic_002,3288.0,2218.0,5.02071952279487,0.0,4,243,37.8724279835391,3,34,1,1,1,0.7777777777777778,-0.9593172276376812,0.3,163,0.0,0,0.902097902097902,1.0986122886681098,2,2
challenger_000025,post_000052,dyad_000066,0,1,1,1,,0.5292517006802722,1.0,624,1,1,1,topic_002,,,0.0,,0,2,875.5,1,7,4,1,4,0.2777777777777778,0.6341725883907332,0.1,624,2865.0,0,0.2964071856287425,-0.8979415932059585,1,1
challenger_000034,post_000053,dyad_000067,0,0,1,1,,0.7272727272727273,1.0,468,3,3,3,topic_002,,,0.0,,0,15,60.333333333333336,1,52,4,1,1,0.7,1.3150144582444558,0.1,468,0.0,0,0.5833333333333334,0.7621400520468965,2,2
challenger_000035,post_000054,dyad_000068,0,0,1,1,0.0,0.1304347826086956,6.0,101,4,4,4,topic_005,459.0,1.0,4.791414062303578,0.0,0,99,90.02020202020202,6,39,1,1,1,1.0,-0.7370517755147553,0.6,101,0.0,0,1.0,2.94443897916644,2,2
challenger_000036,post_000055,dyad_000069,0,0,1,1,,0.7142857142857143,1.0,393,3,3,3,topic_005,,,0.0,,0,0,0.0,0,0,3,1,1,0.6470588235294118,1.270362118247803,0.1,390,12.0,0,0.7092391304347826,0.5705448584676128,2,2
challenger_000036,post_000056,dyad_000070,0,0,1,1,,0.3771428571428571,1.0,93,2,2,2,topic_002,,,0.0,,0,0,0.0,0,0,1,1,1,0.3333333333333333,0.1111873719347002,0.1,93,0.0,0,0.3454545454545454,-0.587786664902119,1,1
challenger_000036,post_000057,dyad_000071,0,0,1,1,,0.5,1.0,322,1,1,1,topic_005,,,0.0,,0,0,0.0,0,0,3,1,1,0.25,0.5335985083030345,0.1,322,8.0,0,0.218562874251497,-1.0531499145913523,1,1
challenger_000037,post_000058,dyad_000072,0,0,7,3,0.0,0.3568464730290456,414.0,128,1,1,1,topic_005,213122.0,38053.0,19.25779319126142,0.0,0,257,73.3852140077821,414,54,1,1,1,0.2222222222222222,0.0414037315349522,41.4,128,0.0,0,0.136,-1.0986122886681098,1,1
challenger_000038,post_000059,dyad_000073,0,0,1,1,,0.9879518072289156,1.0,1888,2,2,2,topic_002,,,0.0,,0,0,0.0,0,0,4,1,1,0.4807692307692308,2.211289138177267,0.1,1886,0.0,0,0.3938973647711511,-0.0755075525081451,1,1
challenger_000038,post_000060,dyad_000074,1,0,1,1,,0.5795454545454546,1.0,989,1,1,1,topic_005,,,0.0,,0,0,0.0,0,0,4,1,4,0.1818181818181818,0.807094090782532,0.1,989,2865.0,0,0.1834570519618239,-1.457246097092175,1,1
challenger_000017,post_000052,dyad_000075,0,1,2,2,1.0,0.0380952380952381,11.0,624,1,1,1,topic_002,138428.0,56171.0,7.035130567994758,0.0,1,427,68.35831381733021,11,52,4,1,4,0.2777777777777778,-1.054536384244578,1.1,624,2865.0,0,0.2964071856287425,-0.8979415932059585,1,1
challenger_000039,post_000061,dyad_000076,0,0,2,2,0.0,0.0294117647058823,12.0,146,2,2,2,topic_002,24230.0,2082.0,6.584569055078695,0.0,0,70,64.5,12,52,1,1,1,0.5,-1.08439216451685,1.2,146,0.0,0,0.4025974025974026,0.0,1,1
challenger_000040,post_000053,dyad_000077,0,1,1,1,1.0,0.0909090909090909,1.0,468,3,3,3,topic_002,13015.0,3116.0,5.34668439338072,0.0,0,24,59.583333333333336,1,16,4,1,1,0.7,-0.8729502015915241,0.1,468,0.0,0,0.5833333333333334,0.7621400520468965,2,2
challenger_000022,post_000062,dyad_000078,0,1,1,1,0.0,0.625,3.0,127,1,1,1,topic_006,3288.0,2218.0,5.02071952279487,0.0,4,243,37.8724279835391,3,34,1,1,4,0.0,0.9633772807708162,0.3,127,2865.0,0,0.0,-3.80666248977032,1,1
challenger_000015,post_000063,dyad_000079,0,0,1,1,1.0,0.2857142857142857,4.0,322,2,2,2,topic_005,73411.0,596.0,5.570301271723813,0.0,0,224,73.27232142857143,4,54,3,1,4,0.4230769230769231,-0.2031651016417343,0.4,322,2865.0,0,0.3394833948339483,-0.2984929885559965,1,1
challenger_000033,post_000064,dyad_000080,0,1,1,1,,0.6956521739130435,1.0,466,4,4,4,topic_005,,,0.0,,0,43,48.46511627906977,1,40,4,4,4,0.875,1.2062957173830406,0.1,466,54.0,64,0.922509225092251,1.6094379124341007,2,2
challenger_000015,post_000065,dyad_000081,0,0,1,1,1.0,0.4347826086956521,4.0,162,2,2,2,topic_003,73411.0,596.0,5.570301271723813,0.0,0,224,73.27232142857143,4,54,1,1,1,0.4166666666666667,0.3093661052763655,0.4,152,9.0,0,0.4699453551912568,-0.3101549283038394,1,1
challenger_000041,post_000066,dyad_000082,0,1,1,1,0.0,1.0,5.0,97,2,1,2,topic_005,11399.0,1.0,6.533153104562812,0.0,0,31,112.58064516129032,5,50,1,1,1,0.5,2.2527135981741613,0.5,97,0.0,0,0.2666666666666666,0.0,1,1
challenger_000036,post_000067,dyad_000083,0,0,1,1,,0.6458333333333334,1.0,163,3,4,4,topic_004,,,0.0,,0,0,0.0,0,0,1,1,4,0.7777777777777778,1.0350070761821133,0.1,163,48.0,0,0.8083832335329342,1.0986122886681098,2,2
challenger_000012,post_000068,dyad_000084,0,1,6,3,1.0,0.125,72.0,294,4,4,4,topic_004,232175.0,1599.0,12.664984454221848,0.0,0,277,146.06137184115522,72,53,3,1,1,1.0,-0.7557378091003109,7.2,294,0.0,0,1.0,3.218875824868201,2,2
challenger_000036,post_000069,dyad_000085,0,0,1,1,,0.3008849557522124,1.0,106,4,4,4,topic_004,,,0.0,,0,0,0.0,0,0,1,4,4,1.0,-0.1510048460704231,0.1,106,54.0,11,1.0,2.564949357461537,2,2
challenger_000021,post_000067,dyad_000086,0,1,1,1,,0.2083333333333333,1.0,163,3,4,4,topic_004,,,0.0,,0,0,0.0,0,0,1,1,4,0.7777777777777778,-0.4692186274551231,0.1,163,48.0,0,0.8083832335329342,1.0986122886681098,2,2
challenger_000039,post_000069,dyad_000087,0,0,2,2,0.0,0.0088495575221238,12.0,106,4,4,4,topic_004,24230.0,2082.0,6.584569055078695,0.0,0,70,64.5,12,52,1,4,4,1.0,-1.1550897658181614,1.2,106,54.0,11,1.0,2.564949357461537,2,2
challenger_000012,post_000070,dyad_000088,0,1,6,3,1.0,0.7083333333333334,72.0,230,2,2,2,topic_004,232175.0,1599.0,12.664984454221848,0.0,0,277,146.06137184115522,72,53,2,1,1,0.3571428571428571,1.2498964624160045,7.2,230,0.0,0,0.3976608187134502,-0.5465437063680699,1,1
challenger_000042,post_000071,dyad_000089,0,1,1,1,,0.0263157894736842,1.0,815,1,1,1,topic_004,,,0.0,,0,0,0.0,0,0,4,1,4,0.2162162162162162,-1.095036839995928,0.1,772,52.0,0,0.1866197183098591,-1.244324099849503,1,1
challenger_000036,post_000072,dyad_000090,0,0,1,1,,0.6,1.0,271,4,4,4,topic_004,,,0.0,,0,0,0.0,0,0,3,1,2,1.0,0.8774215262772598,0.1,271,22.0,0,1.0,2.70805020110221,2,2
challenger_000036,post_000073,dyad_000091,0,0,1,1,,0.4705882352941176,1.0,423,4,4,4,topic_004,,,0.0,,0,0,0.0,0,0,4,1,1,1.0,0.4324740912517915,0.1,423,0.0,0,1.0,3.4339872044851463,2,2
challenger_000036,post_000074,dyad_000092,0,0,1,1,,0.3055555555555556,1.0,262,1,2,1,topic_002,,,0.0,,0,0,0.0,0,0,3,1,1,0.25,-0.1349462488690704,0.1,262,0.0,0,0.4313725490196078,-0.9555114450274363,1,1
challenger_000036,post_000075,dyad_000093,0,0,1,1,,0.4693877551020408,1.0,251,1,2,2,topic_004,,,0.0,,0,0,0.0,0,0,2,1,3,0.3,0.4283465640252102,0.1,251,41.0,0,0.3663793103448275,-0.7621400520468968,1,1
challenger_000036,post_000076,dyad_000094,0,0,1,1,,0.074074074074074,1.0,170,3,3,3,topic_002,,,0.0,,0,0,0.0,0,0,2,1,1,0.6363636363636364,-0.930832864550148,0.1,170,0.0,0,0.7267441860465116,0.5108256237659907,2,2
challenger_000043,post_000074,dyad_000095,0,0,1,1,,0.1111111111111111,1.0,262,1,2,1,topic_002,,,0.0,,0,0,0.0,0,0,3,1,1,0.25,-0.8034910060411755,0.1,262,0.0,0,0.4313725490196078,-0.9555114450274363,1,1
challenger_000043,post_000077,dyad_000096,0,0,1,1,,0.1256544502617801,1.0,200,1,1,1,topic_004,,,0.0,,0,0,0.0,0,0,2,1,1,0.1666666666666666,-0.7534876584591182,0.1,200,0.0,0,0.0848214285714285,-1.4350845252893225,1,1
challenger_000023,post_000078,dyad_000097,0,0,1,1,,0.5104895104895105,1.0,170,1,2,1,topic_004,,,0.0,,0,0,0.0,0,0,2,1,1,0.2727272727272727,0.5696638598387925,0.1,170,13.0,0,0.4064516129032258,-0.8873031950009026,1,1
